constructorId,url,name,nationality,year
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1977
fittipaldi,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29,Fittipaldi,Brazilian,1977
hesketh,http://en.wikipedia.org/wiki/Hesketh_Racing,Hesketh,British,1977
kojima,http://en.wikipedia.org/wiki/Kojima_Engineering,Kojima,Japanese,1977
lec,http://en.wikipedia.org/wiki/LEC_(Formula_One),LEC,British,1977
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1977
march,http://en.wikipedia.org/wiki/March_Engineering,March,British,1977
mcguire,http://en.wikipedia.org/wiki/McGuire_(Formula_One),McGuire,Australian,1977
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1977
penske,http://en.wikipedia.org/wiki/Penske_Racing,Penske,American,1977
renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French,1977
shadow,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,Shadow,British,1977
surtees,http://en.wikipedia.org/wiki/Surtees,Surtees,British,1977
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1977
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1977
wolf,http://en.wikipedia.org/wiki/Walter_Wolf_Racing,Wolf,Canadian,1977
arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,1978
ats,http://en.wikipedia.org/wiki/ATS_(wheels),ATS,Italian,1978
brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1978
ensign,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,Ensign,British,1978
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1978
fittipaldi,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29,Fittipaldi,Brazilian,1978
hesketh,http://en.wikipedia.org/wiki/Hesketh_Racing,Hesketh,British,1978
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1978
martini,http://en.wikipedia.org/wiki/Martini_(cars),Martini,French,1978
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1978
merzario,http://en.wikipedia.org/wiki/Merzario,Merzario,Italian,1978
renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French,1978
shadow,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,Shadow,British,1978
surtees,http://en.wikipedia.org/wiki/Surtees,Surtees,British,1978
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1978
theodore,http://en.wikipedia.org/wiki/Theodore_Racing,Theodore,Hong Kong,1978
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1978
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1978
wolf,http://en.wikipedia.org/wiki/Walter_Wolf_Racing,Wolf,Canadian,1978
alfa,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One,Alfa Romeo,Swiss,1979
arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,1979
ats,http://en.wikipedia.org/wiki/ATS_(wheels),ATS,Italian,1979
brabham-alfa_romeo,http://en.wikipedia.org/wiki/Brabham,Brabham-Alfa Romeo,British,1979
brabham-ford,http://en.wikipedia.org/wiki/Brabham,Brabham-Ford,British,1979
ensign,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,Ensign,British,1979
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1979
fittipaldi,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29,Fittipaldi,Brazilian,1979
kauhsen,http://en.wikipedia.org/wiki/Kauhsen,Kauhsen,German,1979
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1979
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1979
merzario,http://en.wikipedia.org/wiki/Merzario,Merzario,Italian,1979
rebaque,http://en.wikipedia.org/wiki/Rebaque,Rebaque,Mexican,1979
renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French,1979
shadow,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,Shadow,British,1979
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1979
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1979
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1979
wolf,http://en.wikipedia.org/wiki/Walter_Wolf_Racing,Wolf,Canadian,1979
alfa,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One,Alfa Romeo,Swiss,1980
arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,1980
ats,http://en.wikipedia.org/wiki/ATS_(wheels),ATS,Italian,1980
brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1980
ensign,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,Ensign,British,1980
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1980
fittipaldi,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29,Fittipaldi,Brazilian,1980
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1980
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1980
osella,http://en.wikipedia.org/wiki/Osella,Osella,Italian,1980
renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French,1980
shadow,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,Shadow,British,1980
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1980
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1980
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1980
alfa,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One,Alfa Romeo,Swiss,1981
arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,1981
ats,http://en.wikipedia.org/wiki/ATS_(wheels),ATS,Italian,1981
brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1981
ensign,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,Ensign,British,1981
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1981
fittipaldi,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29,Fittipaldi,Brazilian,1981
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1981
march,http://en.wikipedia.org/wiki/March_Engineering,March,British,1981
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1981
osella,http://en.wikipedia.org/wiki/Osella,Osella,Italian,1981
renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French,1981
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1981
theodore,http://en.wikipedia.org/wiki/Theodore_Racing,Theodore,Hong Kong,1981
toleman,http://en.wikipedia.org/wiki/Toleman,Toleman,British,1981
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1981
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1981
alfa,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One,Alfa Romeo,Swiss,1982
arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,1982
ats,http://en.wikipedia.org/wiki/ATS_(wheels),ATS,Italian,1982
brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1982
ensign,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,Ensign,British,1982
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1982
fittipaldi,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29,Fittipaldi,Brazilian,1982
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1982
march,http://en.wikipedia.org/wiki/March_Engineering,March,British,1982
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1982
osella,http://en.wikipedia.org/wiki/Osella,Osella,Italian,1982
renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French,1982
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1982
theodore,http://en.wikipedia.org/wiki/Theodore_Racing,Theodore,Hong Kong,1982
toleman,http://en.wikipedia.org/wiki/Toleman,Toleman,British,1982
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1982
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1982
alfa,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One,Alfa Romeo,Swiss,1983
arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,1983
ats,http://en.wikipedia.org/wiki/ATS_(wheels),ATS,Italian,1983
brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1983
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1983
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1983
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1983
osella,http://en.wikipedia.org/wiki/Osella,Osella,Italian,1983
ram,http://en.wikipedia.org/wiki/RAM_Racing,RAM,British,1983
renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French,1983
spirit,http://en.wikipedia.org/wiki/Spirit_(racing_team),Spirit,British,1983
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1983
theodore,http://en.wikipedia.org/wiki/Theodore_Racing,Theodore,Hong Kong,1983
toleman,http://en.wikipedia.org/wiki/Toleman,Toleman,British,1983
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1983
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1983
alfa,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One,Alfa Romeo,Swiss,1984
arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,1984
ats,http://en.wikipedia.org/wiki/ATS_(wheels),ATS,Italian,1984
brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1984
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1984
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1984
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1984
osella,http://en.wikipedia.org/wiki/Osella,Osella,Italian,1984
ram,http://en.wikipedia.org/wiki/RAM_Racing,RAM,British,1984
renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French,1984
spirit,http://en.wikipedia.org/wiki/Spirit_(racing_team),Spirit,British,1984
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1984
toleman,http://en.wikipedia.org/wiki/Toleman,Toleman,British,1984
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1984
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1984
alfa,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One,Alfa Romeo,Swiss,1985
arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,1985
brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1985
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1985
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1985
lola,http://en.wikipedia.org/wiki/MasterCard_Lola,Lola,British,1985
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1985
minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian,1985
osella,http://en.wikipedia.org/wiki/Osella,Osella,Italian,1985
ram,http://en.wikipedia.org/wiki/RAM_Racing,RAM,British,1985
renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French,1985
spirit,http://en.wikipedia.org/wiki/Spirit_(racing_team),Spirit,British,1985
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1985
toleman,http://en.wikipedia.org/wiki/Toleman,Toleman,British,1985
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1985
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1985
zakspeed,http://en.wikipedia.org/wiki/Zakspeed,Zakspeed,German,1985
ags,http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives,AGS,French,1986
arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,1986
benetton,http://en.wikipedia.org/wiki/Benetton_Formula,Benetton,Italian,1986
brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1986
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1986
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1986
lola,http://en.wikipedia.org/wiki/MasterCard_Lola,Lola,British,1986
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1986
minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian,1986
osella,http://en.wikipedia.org/wiki/Osella,Osella,Italian,1986
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1986
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1986
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1986
zakspeed,http://en.wikipedia.org/wiki/Zakspeed,Zakspeed,German,1986
ags,http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives,AGS,French,1987
arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,1987
benetton,http://en.wikipedia.org/wiki/Benetton_Formula,Benetton,Italian,1987
brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1987
coloni,http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems,Coloni,Italian,1987
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1987
larrousse,http://en.wikipedia.org/wiki/Larrousse,Larrousse,French,1987
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1987
march,http://en.wikipedia.org/wiki/March_Engineering,March,British,1987
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1987
minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian,1987
osella,http://en.wikipedia.org/wiki/Osella,Osella,Italian,1987
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1987
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1987
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1987
zakspeed,http://en.wikipedia.org/wiki/Zakspeed,Zakspeed,German,1987
ags,http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives,AGS,French,1988
arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,1988
benetton,http://en.wikipedia.org/wiki/Benetton_Formula,Benetton,Italian,1988
coloni,http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems,Coloni,Italian,1988
dallara,http://en.wikipedia.org/wiki/Dallara,Dallara,Italian,1988
eurobrun,http://en.wikipedia.org/wiki/Euro_Brun,Euro Brun,Italian,1988
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1988
larrousse,http://en.wikipedia.org/wiki/Larrousse,Larrousse,French,1988
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1988
march,http://en.wikipedia.org/wiki/March_Engineering,March,British,1988
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1988
minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian,1988
osella,http://en.wikipedia.org/wiki/Osella,Osella,Italian,1988
rial,http://en.wikipedia.org/wiki/Rial_%28racing_team%29,Rial,German,1988
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1988
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1988
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1988
zakspeed,http://en.wikipedia.org/wiki/Zakspeed,Zakspeed,German,1988
ags,http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives,AGS,French,1989
arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,1989
benetton,http://en.wikipedia.org/wiki/Benetton_Formula,Benetton,Italian,1989
brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1989
coloni,http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems,Coloni,Italian,1989
dallara,http://en.wikipedia.org/wiki/Dallara,Dallara,Italian,1989
eurobrun,http://en.wikipedia.org/wiki/Euro_Brun,Euro Brun,Italian,1989
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1989
larrousse,http://en.wikipedia.org/wiki/Larrousse,Larrousse,French,1989
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1989
march,http://en.wikipedia.org/wiki/March_Engineering,March,British,1989
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1989
minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian,1989
onyx,http://en.wikipedia.org/wiki/Onyx_(racing_team),Onyx,British,1989
osella,http://en.wikipedia.org/wiki/Osella,Osella,Italian,1989
rial,http://en.wikipedia.org/wiki/Rial_%28racing_team%29,Rial,German,1989
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1989
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1989
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1989
zakspeed,http://en.wikipedia.org/wiki/Zakspeed,Zakspeed,German,1989
ags,http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives,AGS,French,1990
arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,1990
benetton,http://en.wikipedia.org/wiki/Benetton_Formula,Benetton,Italian,1990
brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1990
coloni,http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems,Coloni,Italian,1990
dallara,http://en.wikipedia.org/wiki/Dallara,Dallara,Italian,1990
eurobrun,http://en.wikipedia.org/wiki/Euro_Brun,Euro Brun,Italian,1990
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1990
larrousse,http://en.wikipedia.org/wiki/Larrousse,Larrousse,French,1990
leyton,http://en.wikipedia.org/wiki/Leyton_House,Leyton House,British,1990
life,http://en.wikipedia.org/wiki/Life_(Racing_Team),Life,Italian,1990
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1990
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1990
minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian,1990
onyx,http://en.wikipedia.org/wiki/Onyx_(racing_team),Onyx,British,1990
osella,http://en.wikipedia.org/wiki/Osella,Osella,Italian,1990
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1990
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1990
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1990
ags,http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives,AGS,French,1991
benetton,http://en.wikipedia.org/wiki/Benetton_Formula,Benetton,Italian,1991
brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1991
coloni,http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems,Coloni,Italian,1991
dallara,http://en.wikipedia.org/wiki/Dallara,Dallara,Italian,1991
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1991
fondmetal,http://en.wikipedia.org/wiki/Fondmetal,Fondmetal,Italian,1991
footwork,http://en.wikipedia.org/wiki/Footwork_Arrows,Footwork,British,1991
jordan,http://en.wikipedia.org/wiki/Jordan_Grand_Prix,Jordan,Irish,1991
lambo,http://en.wikipedia.org/wiki/Modena_(racing_team),Lambo,Italian,1991
larrousse,http://en.wikipedia.org/wiki/Larrousse,Larrousse,French,1991
leyton,http://en.wikipedia.org/wiki/Leyton_House,Leyton House,British,1991
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1991
lola,http://en.wikipedia.org/wiki/MasterCard_Lola,Lola,British,1991
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1991
minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian,1991
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1991
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1991
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1991
moda,http://en.wikipedia.org/wiki/Andrea_Moda_Formula,Andrea Moda,Italian,1992
benetton,http://en.wikipedia.org/wiki/Benetton_Formula,Benetton,Italian,1992
brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1992
dallara,http://en.wikipedia.org/wiki/Dallara,Dallara,Italian,1992
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1992
fondmetal,http://en.wikipedia.org/wiki/Fondmetal,Fondmetal,Italian,1992
footwork,http://en.wikipedia.org/wiki/Footwork_Arrows,Footwork,British,1992
jordan,http://en.wikipedia.org/wiki/Jordan_Grand_Prix,Jordan,Irish,1992
larrousse,http://en.wikipedia.org/wiki/Larrousse,Larrousse,French,1992
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1992
march,http://en.wikipedia.org/wiki/March_Engineering,March,British,1992
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1992
minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian,1992
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1992
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1992
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1992
benetton,http://en.wikipedia.org/wiki/Benetton_Formula,Benetton,Italian,1993
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1993
footwork,http://en.wikipedia.org/wiki/Footwork_Arrows,Footwork,British,1993
jordan,http://en.wikipedia.org/wiki/Jordan_Grand_Prix,Jordan,Irish,1993
larrousse,http://en.wikipedia.org/wiki/Larrousse,Larrousse,French,1993
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1993
lola,http://en.wikipedia.org/wiki/MasterCard_Lola,Lola,British,1993
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1993
minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian,1993
sauber,http://en.wikipedia.org/wiki/Sauber,Sauber,Swiss,1993
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1993
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1993
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1993
benetton,http://en.wikipedia.org/wiki/Benetton_Formula,Benetton,Italian,1994
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1994
footwork,http://en.wikipedia.org/wiki/Footwork_Arrows,Footwork,British,1994
jordan,http://en.wikipedia.org/wiki/Jordan_Grand_Prix,Jordan,Irish,1994
larrousse,http://en.wikipedia.org/wiki/Larrousse,Larrousse,French,1994
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1994
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1994
minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian,1994
pacific,http://en.wikipedia.org/wiki/Pacific_Racing,Pacific,British,1994
sauber,http://en.wikipedia.org/wiki/Sauber,Sauber,Swiss,1994
simtek,http://en.wikipedia.org/wiki/Simtek,Simtek,British,1994
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1994
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1994
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1994
benetton,http://en.wikipedia.org/wiki/Benetton_Formula,Benetton,Italian,1995
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1995
footwork,http://en.wikipedia.org/wiki/Footwork_Arrows,Footwork,British,1995
forti,http://en.wikipedia.org/wiki/Forti,Forti,Italian,1995
jordan,http://en.wikipedia.org/wiki/Jordan_Grand_Prix,Jordan,Irish,1995
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1995
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1995
minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian,1995
pacific,http://en.wikipedia.org/wiki/Pacific_Racing,Pacific,British,1995
sauber,http://en.wikipedia.org/wiki/Sauber,Sauber,Swiss,1995
simtek,http://en.wikipedia.org/wiki/Simtek,Simtek,British,1995
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1995
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1995
benetton,http://en.wikipedia.org/wiki/Benetton_Formula,Benetton,Italian,1996
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1996
footwork,http://en.wikipedia.org/wiki/Footwork_Arrows,Footwork,British,1996
forti,http://en.wikipedia.org/wiki/Forti,Forti,Italian,1996
jordan,http://en.wikipedia.org/wiki/Jordan_Grand_Prix,Jordan,Irish,1996
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1996
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1996
minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian,1996
sauber,http://en.wikipedia.org/wiki/Sauber,Sauber,Swiss,1996
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1996
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1996
arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,1997
benetton,http://en.wikipedia.org/wiki/Benetton_Formula,Benetton,Italian,1997
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1997
jordan,http://en.wikipedia.org/wiki/Jordan_Grand_Prix,Jordan,Irish,1997
lola,http://en.wikipedia.org/wiki/MasterCard_Lola,Lola,British,1997
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1997
minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian,1997
prost,http://en.wikipedia.org/wiki/Prost_Grand_Prix,Prost,French,1997
sauber,http://en.wikipedia.org/wiki/Sauber,Sauber,Swiss,1997
stewart,http://en.wikipedia.org/wiki/Stewart_Grand_Prix,Stewart,British,1997
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1997
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1997
arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,1998
benetton,http://en.wikipedia.org/wiki/Benetton_Formula,Benetton,Italian,1998
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1998
